Date,Receipt number,Receipt type,Gross sales,Discounts,Net sales,Total collected,Payment type,Description,Customer name,Status
2/1/26 9:48 PM,1-126332,Sale,29221.790271811187,0,29221.790271811187,29221.790271811187,QRIS,1 x Nanas Madu Potong box ± 250 g,NA,Closed
2/1/26 9:47 PM,1-126331,Sale,65494.583047321066,0,65494.583047321066,65494.583047321066,Cash,"0.660 x Sunpride - Pisang Cavendis ½, 0.450 x Buah Naga, 1 x Buah Naga Potong box ± 250 g",NA,Closed
2/1/26 9:45 PM,1-126330,Sale,113804.43300353363,0,113804.43300353363,113804.43300353363,Cash,"1 x Kelapa Muda Lokal satuan, 0.650 x Kubis pack, 1 x Wortel pack ± 1 kg",NA,Closed
2/1/26 9:43 PM,1-126329,Sale,88285.01408470329,0,88285.01408470329,88285.01408470329,Cash,"1 x Tomat Cherry Highland, 0.310 x Apel Granny Smith",Customer_5,Closed
2/1/26 9:31 PM,1-126328,Sale,3586.1280066892505,0,3586.1280066892505,3586.1280066892505,Cash,1 x VIT Botol 550 ml,NA,Closed
2/1/26 9:23 PM,1-126327,Sale,149100.86600676877,0,149100.86600676877,149100.86600676877,Transfer,"1 x Daun Mint Organik pack ± 25 g, 3 x Nanas Madu KUPAS, 0.260 x Lemon RRC, 0.660 x Sunpride - Pisang Cavendis ½, 1 x Ongkos Kirim",Customer_6,Closed
2/1/26 9:12 PM,1-126326,Sale,14869.196911924519,0,14869.196911924519,14869.196911924519,Cash,1 x Pepaya Potong box ± 300 g,NA,Closed
2/1/26 9:01 PM,1-126325,Sale,138839.10079062916,0,138839.10079062916,138839.10079062916,Cash,"2 x Nanas Madu KUPAS, 1 x Strawberry Lokal, 1.940 x Semangka, 0.230 x Bawang Bombay, 1 x Edamame pack ± 500 g",NA,Closed
2/1/26 8:58 PM,1-126324,Sale,180521.86897024512,0,180521.86897024512,180521.86897024512,Cash,"1 x ""Ayam Kampung ± 1,2 kg""",NA,Closed
2/1/26 8:53 PM,1-126323,Sale,437097.7559819585,0,437097.7559819585,437097.7559819585,QRIS,"1 x Tahu, 1 x Wortel pack ± 1 kg, 1 x Nanas Madu Potong box ± 250 g, 1 x Dali Chrysanthemum Original SB, 4 x Bamboe BALI, 6 x Telur Healthy Egg",NA,Closed
2/1/26 8:46 PM,1-126322,Sale,53555.72574445978,0,53555.72574445978,53555.72574445978,Transfer,2 x Kelapa Muda Lokal satuan,Customer_7,Closed
2/1/26 8:31 PM,1-126321,Sale,4283.856061752886,0,4283.856061752886,4283.856061752886,Cash,1 x Daun Mint Organik pack ± 25 g,NA,Closed
2/1/26 7:50 PM,1-126320,Sale,4008279.701694846,0,4008279.701694846,4008279.701694846,Debit BCA,"2 x C31 - Cherry Tazmanian 43° 30-32 dus utuh isi +/- 2 kg, 1 x J65 - Papagan GP Kuning",NA,Closed
2/1/26 7:45 PM,1-126319,Sale,622493.3827575296,0,622493.3827575296,622493.3827575296,Cash,"2 x Blueberry Driscoll Jumbo 200g, 1 x Telurku Ayam Kampung Merah (6 butir)",NA,Closed
2/1/26 7:40 PM,1-126318,Sale,557373.7115516036,0,557373.7115516036,557373.7115516036,Cash,"0.940 x Anggur Midnight Beauty, 1.290 x Pear Golden Premium, 2.330 x Semangka, 1.230 x Pepaya California",NA,Closed
2/1/26 7:00 PM,1-126317,Sale,14346.64459200576,0,14346.64459200576,14346.64459200576,QRIS,2 x Tempe,NA,Closed
2/1/26 6:51 PM,1-126316,Sale,797365.1034850627,0,797365.1034850627,797365.1034850627,Transfer,4 x Ikan Dori Fillet pack isi 4,Customer_8,Closed
2/1/26 6:37 PM,1-126315,Sale,182196.68367644772,0,182196.68367644772,182196.68367644772,Transfer,"0.610 x Anggur Autumn Crips, 1 x Parsley pack ± 50 g, 1 x Strawberry Lokal",Customer_9,Closed
2/1/26 6:34 PM,1-126314,Sale,247096.98621020652,0,247096.98621020652,247096.98621020652,Cash,"0.400 x Brokoli, 2 x Totole - Kaldu Jamur 80 g SB, 1 x Jamur Shitake Kering pack ± 100 g SB, 1 x Jamur Shitake Fresh pack 200 g",NA,Closed
2/1/26 6:32 PM,1-126313,Sale,292584.52995717525,0,292584.52995717525,292584.52995717525,Cash,"0.690 x Pepaya California, 1 x Jamur Enoki, 1 x Gula Batu cap tawon 250 gram, 2 x TTS - Maling 170 g SB, 1.260 x Jeruk Papagan JUMBO",NA,Closed
2/1/26 5:53 PM,1-126312,Sale,320256.852906493,0,320256.852906493,320256.852906493,Debit BCA,"1.330 x Melon Ithanon Hidroponik, 2 x Gui Ling Gao, 1 x Jeruk Shantang Madu Yuji, 1 x Totole - Kaldu Jamur 80 g SB",NA,Closed
2/1/26 5:36 PM,1-126311,Sale,166824.83560591936,0,166824.83560591936,166824.83560591936,Cash,4 x Telurku Ayam Kampung Merah (6 butir),NA,Closed
2/1/26 5:11 PM,1-126310,Sale,30159.25258444622,0,30159.25258444622,30159.25258444622,Cash,2 x Pepaya Potong box ± 300 g,NA,Closed
2/1/26 4:49 AM,1-126309,Sale,3164.443836081773,0,3164.443836081773,3164.443836081773,Cash,1 x VIT Botol 550 ml,NA,Closed
2/1/26 4:40 AM,1-126308,Sale,245108.86216191575,245108.86216191575,0,0,Cash,"1 x Box - Krem 7, 0.340 x Apel Fuji 88, 0.540 x Sweet Pear Premium, 0.480 x Jeruk Ponkam Dino, 0.720 x Sunpride - Pisang Cavendis ½",Customer_10,Closed
2/1/26 4:24 AM,1-126307,Sale,122095.62512254342,0,122095.62512254342,122095.62512254342,QRIS,1 x Anggur Muscat pack,NA,Closed
2/1/26 4:22 AM,1-126306,Sale,349890.5901500955,0,349890.5901500955,349890.5901500955,Debit BCA,"0.600 x Apel Envy Jumbo, 3 x Edamame pack ± 500 g, 2 x Jamur Enoki, 1 x Yun Yi - Hans Tahu Kuning (isi 10), 1 x Jahe Merah pack ± 100 g, 0.460 x Apel Red Del USA, 1 x Beras Rojo Lele Organik",NA,Closed
2/1/26 4:19 AM,1-126305,Sale,57786.847897026455,0,57786.847897026455,57786.847897026455,Cash,"0.530 x Sunpride - Pisang Cavendis ½, 0.980 x Buah Naga",NA,Closed
2/1/26 4:16 AM,1-126304,Sale,150711.4897016436,0,150711.4897016436,150711.4897016436,Transfer,1 x Hampers,Customer_10,Closed
2/1/26 4:07 AM,1-126303,Sale,112307.45762377046,5347.974172560498,106959.48345120996,106959.48345120996,Cash,"1 x Pocai Baby Organik 250g, 1 x Kangkung Organik pack ± 250g, 1 x Baby Buncis Organik pack ± 250 g, 0.190 x Lobak Putih, 0.370 x Labu Siam, 1 x Kembang Tahu cap 3 Berlian SB",NA,Closed
2/1/26 3:31 AM,1-126302,Sale,289586.61664165556,0,289586.61664165556,289586.61664165556,Cash,"1 x Telurku Ayam Kampung  (6 butir), 1 x Telurku Ayam Kampung Merah (6 butir), 1 x Wortel pack ± 500 g, 1 x Sawi Sendok pack ± 500g, 0.220 x Jeruk Papagan Diamond, 0.190 x Jeruk Papagan Besar, 0.170 x Paprika Merah",NA,Closed
2/1/26 3:28 AM,1-126301,Sale,18151.297487318516,0,18151.297487318516,18151.297487318516,QRIS,3 x Sawi Hijau pack,NA,Closed
2/1/26 3:17 AM,1-126300,Sale,19551.756310276687,0,19551.756310276687,19551.756310276687,Cash,2 x Ega Food Honig Maizenaku 150 g SB,NA,Closed
2/1/26 3:14 AM,1-126299,Sale,56098.612470086664,0,56098.612470086664,56098.612470086664,Cash,"1 x Strawberry Lokal, 1 x Kelapa Muda Lokal satuan",Customer_11,Closed
2/1/26 3:07 AM,1-126298,Sale,1581238.4435529937,0,1581238.4435529937,1581238.4435529937,Cash,7.890 x Jeruk Papagan JUMBO,NA,Closed
2/1/26 3:06 AM,1-126297,Sale,174920.1978975907,0,174920.1978975907,174920.1978975907,QRIS,"0.820 x Jeruk Papagan Diamond, 1.000 x Ubi Jepang Orange",Customer_12,Closed
2/1/26 2:36 AM,1-126296,Sale,344309.885982424,0,344309.885982424,344309.885982424,Cash,2 x Healthy Egg Grosir Telur,NA,Closed
2/1/26 2:24 AM,1-126295,Sale,9990.821470273659,0,9990.821470273659,9990.821470273659,QRIS,1 x Pepaya Potong box ± 300 g,NA,Closed
2/1/26 2:24 AM,1-126294,Refund,-11005.23517432157,0,-11005.23517432157,-11005.23517432157,Transfer,1 x Pepaya Potong box ± 300 g,NA,Closed
2/1/26 2:24 AM,1-126293,Sale,10485.911639058031,0,10485.911639058031,10485.911639058031,Transfer,1 x Pepaya Potong box ± 300 g,NA,Closed
2/1/26 2:22 AM,1-126292,Sale,30762.268921127543,0,30762.268921127543,30762.268921127543,QRIS,1 x Strawberry Lokal,NA,Closed
2/1/26 2:02 AM,1-126291,Sale,306544.863413088,0,306544.863413088,306544.863413088,Transfer,4 x Anggur Muscat pack,Customer_13,Closed
2/1/26 2:01 AM,1-126290,Sale,306174.4731022045,0,306174.4731022045,306174.4731022045,Transfer,"2 x Tempe, 1 x Basil Leaves pack ± 50 g, 1 x CP - Fillet Paha 1.000, 1 x Bawang Putih pack ± 250 g, 1 x LKK - Saus Tiram 255 g, 1 x Sawi Hijau pack",Customer_14,Closed
2/1/26 1:51 AM,1-126289,Sale,102192.32990102144,1878.1902205664665,100314.13968045497,100314.13968045497,Cash,"1 x Sawi Sendok pack 250 g, 1 x Luncang +/- 200 g, 0.270 x Brokoli, 1 x Wortel pack ± 500 g, 1 x Cabe Rawit Mix pack +/- 50 g, 0.450 x Kubis pack",NA,Closed
2/1/26 1:48 AM,1-126288,Sale,1098369.406134612,0,1098369.406134612,1098369.406134612,Transfer,"1.070 x Papagan Kucing Ori, 2 x Blueberry Driscoll Jumbo 200g, 1 x Cherry Tazmanian 30-32 box ± 500 g",Customer_15,Closed
2/1/26 1:33 AM,1-126287,Sale,68711.67622623034,0,68711.67622623034,68711.67622623034,Cash,"1 x Kailan Hidroponik pack ± 250 g, 1 x Samhong Hidroponik pack ± 250 g, 1 x Sawi Sendok pack 250 g, 1 x Wortel pack ± 500 g",NA,Closed
2/1/26 1:31 AM,1-126286,Sale,19115.41630071588,0,19115.41630071588,19115.41630071588,Cash,1 x Dakota Hidroponik pack ± 250 g,NA,Closed
2/1/26 1:29 AM,1-126285,Sale,45308.67326166481,0,45308.67326166481,45308.67326166481,Cash,1 x Strawberry Lokal,NA,Closed
2/1/26 1:15 AM,1-126284,Sale,34175.27613975108,0,34175.27613975108,34175.27613975108,Cash,2 x Cemerlang - Kue Keranjang L ORI,NA,Closed
2/1/26 1:02 AM,1-126283,Sale,804285.361571624,804285.361571624,0,0,Cash,"0.490 x Apel Jade Snow Wang Shan, 0.580 x Apel Envy Jumbo, 0.430 x Pear Golden Premium, 0.410 x Pear Singo, 0.410 x Jeruk Papagan Diamond, 1 x Jeruk Shantang Madu Premium 500g, 1 x Box - Krem 9, 0.460 x Anggur Midnight Beauty, 0.500 x Pear Xiang Lie Jumbo",Customer_16,Closed
2/1/26 12:50 AM,1-126282,Sale,50385.10038256645,0,50385.10038256645,50385.10038256645,Cash,0.960 x Kentang,NA,Closed
2/1/26 12:42 AM,1-126281,Sale,740182.3838660493,0,740182.3838660493,740182.3838660493,QRIS,"6 x Gui Ling Gao, 1 x Cherry Tazmanian 30-32 box ± 500 g",NA,Closed
2/1/26 12:35 AM,1-126280,Sale,111911.85960700968,0,111911.85960700968,111911.85960700968,Cash,"1.280 x Pepaya Hawaii, 0.750 x Melon Ithanon Hidroponik",NA,Closed
2/1/26 12:34 AM,1-126279,Sale,1030089.9504766427,0,1030089.9504766427,1030089.9504766427,Debit BCA,"2 x Wortel Baby Organik pack ± 250g, 1 x Cabe Rawit Merah pack ± 50 g, 1 x Cabe Besar Merah pack ± 100 g, 1 x Baby Buncis Organik pack ± 250 g, 1 x Baby Roman Hidroponik +/- 250 g, 1 x Baby Kailan Organik pack ± 250 g, 1 x Kale Organik pack ± 100 g, 1 x Pocai Baby Organik 250g, 1 x LKK - Saus Cabai Chiu Chow Style 205 g, 2 x Tempe, 1 x Kiwi Rubypop, 1.280 x Pepaya Hawaii, 1 x ""Ayam Kampung ± 1,1 kg"", 1 x Cemerlang - Kue Keranjang L ORI, 1 x Cemerlang - Kue Keranjang L PANDAN, 1 x Telur Healthy Egg, 0.240 x Jeruk Papagan JUMBO, 0.290 x Delima RRC, 0.510 x Pear Forelle, 1 x Beras Merah Organik 1 kg",NA,Closed
2/1/26 12:13 AM,1-126278,Sale,14540.44417385012,0,14540.44417385012,14540.44417385012,Transfer,1 x Cabe Besar Merah pack ± 100 g,Customer_17,Closed
2/1/26 12:01 AM,1-126277,Sale,1830382.805290632,0,1830382.805290632,1830382.805290632,Transfer,"2 x Pocai Baby Organik 250g, 1 x Ikan Dori Fillet pack isi 4, 1 x Tauge pack ± 250 g, 1 x Blueberry Driscoll Jumbo 200g, 1 x J80 - Papagan Jumbo Keranjang, 1 x Kucai pack ± 100 g, 1 x Baby Cumi box ± 500 g",Customer_17,Closed
1/31/26 11:59 PM,1-126276,Sale,164158.434158843,0,164158.434158843,164158.434158843,QRIS,"0.460 x Apel Granny Smith, 1 x Kale Organik pack ± 100 g, 1 x Wortel pack ± 1 kg, 1 x Nanas Madu KUPAS, 1 x Jamur King Oyster, 1 x Yakult Light",NA,Closed
1/31/26 10:55 PM,1-126275,Sale,613675.5414423533,0,613675.5414423533,613675.5414423533,Transfer,1 x Hampers,Customer_16,Closed
1/31/26 10:54 PM,1-126274,Sale,12773.698444012552,0,12773.698444012552,12773.698444012552,Cash,3 x Daun Mint Organik pack ± 25 g,NA,Closed
1/31/26 10:53 PM,1-126273,Sale,162591.31557308137,0,162591.31557308137,162591.31557308137,QRIS,4 x Jamur Shitake Fresh pack 200 g,NA,Closed
1/31/26 10:52 PM,1-126272,Sale,287829.94396053255,0,287829.94396053255,287829.94396053255,QRIS,"1 x CP - Fillet Dada 1.000, 3 x Strawberry Lokal, 1 x Jeruk Nipis pack ± 150 g",NA,Closed
1/31/26 10:31 PM,1-126271,Sale,339130.59203088284,0,339130.59203088284,339130.59203088284,Cash,"0.520 x Anggur Midnight Beauty, 1 x Jeruk Shantang Madu Yuji, 1 x Jeruk Shantang Madu Premium 1kg",NA,Closed
1/31/26 10:21 PM,1-126270,Sale,100570.49173826817,0,100570.49173826817,100570.49173826817,Cash,"2 x Tahu, 1 x Ikan Teri Medan pack ± 100 g, 1 x Wortel Baby Organik pack ± 250g, 1 x Kucai pack ± 100 g",NA,Closed
1/31/26 10:11 PM,1-126269,Sale,175392.91497051716,0,175392.91497051716,175392.91497051716,QRIS,"1.100 x Jeruk Papagan JUMBO, 0.440 x Sunpride - Pisang Cavendis ½",NA,Closed
1/31/26 9:54 PM,1-126268,Sale,34704.79627721943,0,34704.79627721943,34704.79627721943,Cash,"1 x Pepaya Potong box ± 300 g, 1 x Buah Naga Potong box ± 250 g",NA,Closed
1/31/26 9:50 PM,1-126267,Sale,14111.054863780737,0,14111.054863780737,14111.054863780737,Cash,4 x Daun Mint Organik pack ± 25 g,NA,Closed
1/31/26 9:47 PM,1-126266,Sale,133615.75155495666,0,133615.75155495666,133615.75155495666,QRIS,"2 x Tempe, 1 x Bayam Hijau Organik ± 250g, 1 x Bayam pack, 1 x Cabe Besar Merah pack ± 50 g, 1 x Cabe Rawit Merah pack ± 50 g, 0.200 x Sawi Putih, 0.200 x Lobak Putih, 1 x Telur Healthy Egg, 1 x Kunci pack ± 50 g",NA,Closed
1/31/26 9:26 PM,1-126265,Sale,225338.14224548405,0,225338.14224548405,225338.14224548405,QRIS,"0.500 x Ubi Jepang Orange, 1 x Baby Sawi Sendok Organik pack ± 250g, 0.500 x Apel Jade Snow Wang Shan, 0.950 x Pepaya Hawaii",NA,Closed
1/31/26 9:23 PM,1-126264,Sale,311308.8233649358,0,311308.8233649358,311308.8233649358,Cash,"1 x Apel Rockit tube isi 4, 1 x Wortel pack ± 1 kg, 0.560 x Sunpride - Pisang Cavendis ½, 0.680 x Brokoli",NA,Closed
1/31/26 9:15 PM,1-126263,Sale,60837.059932306875,0,60837.059932306875,60837.059932306875,Cash,0.470 x Buah Bit Organik,NA,Closed
1/31/26 9:13 PM,1-126262,Sale,74957.37325865775,0,74957.37325865775,74957.37325865775,QRIS,2 x Degan Wulung,NA,Closed
1/31/26 8:56 PM,1-126261,Sale,563325.985386502,0,563325.985386502,563325.985386502,Cash,"1 x Sirloin Slice Wagyu +/-500g, 1 x Happy Belly - Gyoza Skin 300 g, 1 x Baby Kailan Organik pack ± 250 g, 1 x Kucai pack ± 100 g, 1 x Luncang +/- 200 g, 1 x Baby Buncis Organik pack ± 250 g, 1 x Daun Ketumbar Organik ± 50 g, 2 x Sempio - Udon Jepang Korea Basah SB, 1 x Basil Leaves pack ± 50 g, 1 x Cabe Keriting Merah pack ± 100 g, 1 x Jeruk Shantang Madu Yuji",NA,Closed
1/31/26 8:46 PM,1-126260,Sale,38404.11464776844,0,38404.11464776844,38404.11464776844,Cash,1 x Pocai Baby Organik 250g,NA,Closed
1/31/26 8:28 PM,1-126259,Sale,285542.13971281424,0,285542.13971281424,285542.13971281424,Transfer,"1 x Striploin Wagyu ± 200g Meltique, 0.360 x Buah Bit Organik, 4 x Jeruk Nipis pack ± 150 g, 1 x Jamur Enoki, 1 x Tahu",Customer_18,Closed
1/31/26 8:24 PM,1-126258,Sale,264922.3083826946,0,264922.3083826946,264922.3083826946,QRIS,"1 x Ikan Dori Fillet pack isi 4, 1 x Kikkoman - Soy Sauce 150 ml SB",NA,Closed
1/31/26 8:19 PM,1-126257,Sale,131336.27532515675,28551.364201121032,102784.91112403572,102784.91112403572,QRIS,"1 x Kiwi Gold Pack, 1 x Melon Ithanon potong +/- 250 g",NA,Closed
1/31/26 8:05 PM,1-126256,Sale,126783.91236998141,0,126783.91236998141,126783.91236998141,QRIS,"1 x Tahu, 1 x Cocon - Yogo Ice 450 ml (isi 10) SB, 1 x Nanas Madu KUPAS, 1 x Cuciwis Organik pack ± 250 g, 1 x Roman Organik pack ± 250 g, 1 x Parsley pack ± 50 g",NA,Closed
1/31/26 8:03 PM,1-126255,Sale,1558541.1223003175,3390.589823713526,1555150.532476604,1555150.532476604,Debit BCA,"3 x Kangkung pack, 3 x Bayam pack, 1 x Buncis pack ± 500 g, 0.290 x Brokoli, 0.240 x Fillet Kakap Putih Laut Ekspor, 0.490 x Daging Ikan Tenggiri Ekspor slice, 0.340 x Ikan Kembung, 1 x Udang Vaname size L ± 500 g, 1 x GF - Corn Kernel 500 g, 0.380 x Sawi Putih, 0.400 x Kubis pack, 3 x Sereh, 2 x Tomat Besar pack ± 500 g, 2 x Cabe Rawit Merah pack ± 100 g, 2 x Luncang +/- 200 g, 1 x Sawi Sendok pack ± 500g, 1 x Seledri pack ± 50g, 1.130 x Kentang, 1.040 x Bawang Bombay, 2 x Tempe, 1.220 x Timun Besar pack, 1 x Kacang Panjang Organik pack ± 250g, 2 x Laos/Lengkuas pack ± 100 g, 2 x Jahe Gajah pack ± 100 g, 4 x Bawang Merah pack ± 250 g, 4 x Bawang Putih pack ± 250 g",NA,Closed
1/31/26 7:53 PM,1-126254,Sale,105045.58600950986,0,105045.58600950986,105045.58600950986,QRIS,"4 x Aqua Botol 600 ml, 4 x Gui Ling Gao",NA,Closed
1/31/26 7:40 PM,1-126253,Sale,58557.217120109126,0,58557.217120109126,58557.217120109126,Cash,"0.130 x Brokoli, 2 x Parsley pack ± 50 g, 0.180 x Apel Fuji 88",NA,Closed
1/31/26 7:08 PM,1-126252,Sale,3607.476691249758,0,3607.476691249758,3607.476691249758,QRIS,1 x VIT Botol 550 ml,NA,Closed
1/31/26 4:45 AM,1-126251,Sale,136887.91611697525,0,136887.91611697525,136887.91611697525,QRIS,"1 x Jeruk Wogan Seedless Dino Box, 1 x Telur Healthy Egg",NA,Closed
1/31/26 3:58 AM,1-126250,Sale,415275.8319201879,0,415275.8319201879,415275.8319201879,QRIS,1.480 x Anggur Midnight Beauty,NA,Closed
1/31/26 3:31 AM,1-126249,Sale,17138.419810682535,0,17138.419810682535,17138.419810682535,Cash,2 x Sawi Hijau pack,NA,Closed
1/31/26 3:06 AM,1-126248,Sale,777839.0412878711,0,777839.0412878711,777839.0412878711,Transfer,3.860 x Jeruk Papagan JUMBO,Customer_19,Closed
1/31/26 2:51 AM,1-126247,Sale,186333.26323730405,0,186333.26323730405,186333.26323730405,Cash,0.870 x Anggur Midnight Beauty,NA,Closed
1/31/26 2:45 AM,1-126246,Sale,326243.0161072407,0,326243.0161072407,326243.0161072407,QRIS,"1 x Telur Healthy Egg, 1 x Jeruk Honey Tangerin BOX Dino, 1 x Jeruk Wogan Seedless Dino Box, 2 x Nanas Madu Potong box ± 250 g, 1 x Melon Ithanon potong +/- 250 g",NA,Closed
1/31/26 2:38 AM,1-126245,Sale,13830.408358946443,0,13830.408358946443,13830.408358946443,Cash,3 x Daun Mint Organik pack ± 25 g,NA,Closed
1/31/26 2:38 AM,1-126244,Sale,248659.87602621317,0,248659.87602621317,248659.87602621317,Cash,2 x Healthy Egg Grosir Telur,NA,Closed
1/31/26 2:37 AM,1-126243,Sale,41518.46223770175,0,41518.46223770175,41518.46223770175,Cash,"0.720 x Buah Naga, 0.980 x Pepaya California",NA,Closed
1/31/26 2:23 AM,1-126242,Sale,169443.2378001511,0,169443.2378001511,169443.2378001511,Cash,"3 x Meiji - Hello Panda Strawberry 25 g, 1 x Samhong Hidroponik pack ± 250 g, 1 x Cocon - Mini Nata Decoco Pudding bags (isi 25) SB, 2 x Kwetiau Basah cap Yogyakarta, 2 x Tauge pack ± 250 g, 1 x Tempelan Imlek",NA,Closed
1/31/26 2:08 AM,1-126241,Sale,67426.23980998993,0,67426.23980998993,67426.23980998993,QRIS,"0.660 x Timun Besar pack, 1 x Cabe Rawit Hijau pack ± 100 g, 2 x Sawi Sendok Hidroponik pack ± 250 g",NA,Closed
1/31/26 1:43 AM,1-126240,Sale,26686.85268983245,0,26686.85268983245,26686.85268983245,Cash,2 x Cuciwis Organik pack ± 250 g,NA,Closed
1/31/26 1:42 AM,1-126239,Sale,388145.69618323585,0,388145.69618323585,388145.69618323585,QRIS,"1.290 x Jeruk Papagan JUMBO, 1.080 x Pepaya Hawaii, 2 x Nanas Madu Potong box ± 250 g, 0.750 x Buah Naga",NA,Closed
1/31/26 1:38 AM,1-126238,Sale,148301.13919684663,0,148301.13919684663,148301.13919684663,Cash,"1 x Sawi Sendok Hidroponik pack ± 250 g, 1 x Jamur Shimeji, 1 x Tahu, 0.330 x Sawi Putih, 1 x Nanas Madu, 2 x Kwetiau Basah cap Yogyakarta",NA,Closed
1/31/26 1:31 AM,1-126237,Sale,98615.82547891885,0,98615.82547891885,98615.82547891885,Cash,4 x Roman Organik pack ± 250 g,NA,Closed
1/31/26 1:22 AM,1-126236,Sale,24654.4348502066,0,24654.4348502066,24654.4348502066,Cash,"1 x Tauge pack ± 250 g, 1 x Baby Sawi Hijau Organik ± 250 g",NA,Closed
1/31/26 12:37 AM,1-126233,Sale,313426.8651121587,0,313426.8651121587,313426.8651121587,COD,"1 x ""Ayam Kampung ± 1,2 kg"", 0.790 x Sunpride - Pisang Cavendis ½, 0.170 x Apel Fuji 88, 0.270 x Apel Fuji Wang Shan JUMBO, 0.260 x Apel Fuji Widerways Premium, 1 x Ongkos Kirim",Customer_20,Closed
1/31/26 12:35 AM,1-126232,Sale,73299.90807571448,0,73299.90807571448,73299.90807571448,Cash,1 x Blueberry Fruitis Reguler,NA,Closed
1/31/26 12:33 AM,1-126231,Sale,45896.3783364743,0,45896.3783364743,45896.3783364743,Cash,2 x Samhong Hidroponik pack ± 250 g,NA,Closed
1/31/26 12:17 AM,1-126230,Sale,49186.72849237919,0,49186.72849237919,49186.72849237919,Cash,1 x AAA - Pickle Lettuce 180 g SB,NA,Closed
1/31/26 12:03 AM,1-126229,Sale,328940.1712720515,0,328940.1712720515,328940.1712720515,Cash,2.110 x Jeruk Papagan JUMBO,NA,Closed
1/30/26 11:56 PM,1-126228,Sale,16226.58813232556,0,16226.58813232556,16226.58813232556,Cash,1 x Pepaya Potong box ± 300 g,NA,Closed
1/30/26 11:52 PM,1-126227,Sale,332344.5962819271,0,332344.5962819271,332344.5962819271,QRIS,"1 x Anggur Muscat pack, 0.880 x Jeruk Ponkam, 0.820 x Pear Singo, 3 x Daun Mint Organik pack ± 25 g, 1 x Ikan Teri Biasa pack ± 100 g, 1 x Cabe Rawit Hijau pack ± 50 g, 1 x Box Hampers",NA,Closed
